,age,balance,duration,campaign,previous,marital_married,marital_single,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes
28180,49,-199,385,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
28181,32,268,140,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28182,60,478,139,1,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28183,37,345,344,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28184,26,455,240,1,8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28185,33,893,259,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28186,50,567,50,1,8,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28187,46,294,444,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
28188,59,1857,386,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28189,27,980,503,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28190,32,486,1181,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28191,30,1422,305,1,27,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
28192,35,343,45,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28193,27,254,194,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
28194,47,47,489,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28195,39,547,317,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28196,41,-412,85,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28197,47,1125,1101,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28198,53,-76,173,1,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28199,29,323,151,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28200,59,-296,34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28201,26,252,187,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28202,37,594,359,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28203,32,262,203,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28204,54,0,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28205,51,0,121,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28206,29,415,122,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28207,28,629,107,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28208,59,176,117,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28209,29,97,200,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28210,41,350,103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28211,53,1770,147,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28212,49,399,679,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28213,59,1245,285,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28214,31,1120,217,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28215,33,22,127,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28216,48,717,450,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28217,41,1322,58,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28218,27,73,242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28219,35,111,55,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28220,53,-462,470,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28221,53,388,67,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
28222,34,498,84,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28223,55,273,84,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28224,37,1330,41,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28225,40,956,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28226,28,-97,79,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28227,31,547,272,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28228,42,299,305,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28229,31,1073,82,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28230,32,283,71,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28231,41,2665,112,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28232,31,424,106,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28233,54,294,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28234,45,707,78,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28235,27,791,620,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28236,31,732,542,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28237,29,550,801,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28238,38,-274,103,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
28239,32,540,750,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28240,48,1496,284,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28241,55,0,636,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28242,29,251,212,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28243,26,941,1165,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28244,37,443,1600,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28245,52,1724,73,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28246,58,44,147,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28247,26,205,239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28248,57,2743,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28249,39,263,160,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28250,34,303,50,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28251,32,4,181,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
28252,35,474,372,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
28253,36,-155,94,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28254,35,81,79,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28255,30,-386,196,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28256,30,19,372,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28257,30,783,197,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28258,53,232,32,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28259,35,1385,331,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28260,36,0,86,1,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28261,53,1405,140,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
28262,34,16992,71,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28263,36,-557,484,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
28264,40,388,95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28265,33,1345,257,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28266,35,4959,91,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28267,35,1239,112,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28268,33,-81,339,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28269,42,-1,259,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28270,48,1513,166,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28271,29,246,61,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28272,27,145,103,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28273,45,4022,244,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28274,40,1361,1473,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28275,52,-110,141,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28276,32,566,61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28277,53,2687,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28278,33,603,265,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28279,36,135,263,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28280,60,3875,55,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28281,37,1694,404,2,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28282,44,5418,188,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
28283,47,440,147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28284,32,634,696,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28285,34,276,216,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28286,28,172,282,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28287,44,-264,227,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
28288,46,660,1026,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28289,40,94,121,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28290,38,-241,570,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28291,35,285,136,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
28292,58,499,181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
28293,38,-33,162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28294,30,193,326,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28295,26,3360,774,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28296,44,287,301,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28297,53,71,86,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
28298,34,647,392,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28299,28,60,248,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28300,34,718,169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28301,29,163,80,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28302,38,478,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28303,28,28,220,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28304,46,466,169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28305,45,487,117,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28306,29,2768,69,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28307,49,50,149,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
28308,41,1141,75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28309,48,0,1249,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28310,35,128,456,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28311,34,-185,114,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28312,32,160,48,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28313,35,1820,120,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
28314,30,146,96,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28315,31,1025,93,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28316,45,789,79,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28317,31,360,89,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
28318,42,1152,168,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28319,38,1927,527,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
28320,31,83,300,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28321,40,351,338,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28322,32,-32,320,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28323,35,645,114,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28324,34,391,77,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28325,37,183,51,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28326,56,545,86,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28327,47,1144,324,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28328,38,1418,52,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28329,50,380,492,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28330,43,2940,108,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28331,38,1077,87,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
28332,48,929,223,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28333,31,242,24,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28334,35,175,219,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28335,28,0,379,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28336,49,235,626,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28337,33,854,93,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
28338,36,268,719,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28339,26,523,216,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28340,27,1209,283,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28341,53,-46,87,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28342,39,648,85,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28343,33,108,158,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28344,28,682,356,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
28345,28,1391,462,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28346,27,1167,394,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28347,59,2365,36,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28348,44,149,507,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28349,56,420,129,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28350,32,0,96,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28351,35,-272,309,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28352,56,84,184,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28353,33,973,762,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28354,30,554,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28355,49,178,197,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28356,36,188,55,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28357,39,1281,177,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28359,50,2061,197,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
28360,28,255,602,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28361,55,119,118,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28362,30,726,103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28363,34,341,136,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28364,41,386,125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28365,41,16,553,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28366,34,381,83,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28367,33,0,578,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28368,34,451,157,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28369,31,678,249,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28370,26,1213,685,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28371,36,658,99,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28372,37,195,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28373,35,1242,141,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28374,28,1034,113,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28375,37,-22,128,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
28376,26,-402,66,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
28377,31,3914,266,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28378,37,328,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28379,52,596,113,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28380,41,537,278,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28381,50,1227,380,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28382,32,869,177,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
28383,30,60,55,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28384,32,138,432,1,9,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28385,39,1099,211,2,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28386,40,45,261,1,23,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
28387,27,10536,136,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28388,46,589,200,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28389,27,-209,128,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28390,54,433,89,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28391,35,147,41,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
28392,29,1258,287,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28393,32,1139,57,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28394,43,620,155,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28395,53,354,133,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28396,33,1590,57,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28397,38,2329,261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28398,37,1152,222,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28399,46,270,133,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
28400,40,172,421,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
28401,51,873,273,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28402,47,475,99,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28403,30,1018,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28404,33,-144,348,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28405,57,596,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28406,28,959,330,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28407,38,406,138,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28408,45,300,203,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28409,30,229,24,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28410,28,278,194,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28411,34,349,133,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
28412,55,2923,94,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28413,59,671,219,2,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
28414,53,367,155,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28415,52,1,189,1,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28416,39,1889,108,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28417,35,1100,127,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
28418,39,208,81,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28420,33,1279,128,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28421,60,-49,188,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28422,27,954,186,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28423,29,914,344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28424,45,1269,549,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28425,32,569,348,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
28426,38,2978,44,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28427,32,604,270,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28428,53,246,158,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
28429,58,414,267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28430,38,16957,208,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28431,28,232,72,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
28432,39,1837,199,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28433,34,3080,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28434,40,4168,91,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28435,26,155,291,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28436,53,393,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28437,43,474,571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28438,53,945,82,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28439,38,1354,50,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28440,26,94,171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28441,32,342,179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28442,55,-284,170,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28443,59,541,645,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28444,44,1,229,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28445,49,87,165,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
28446,47,0,137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28447,27,671,243,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28448,27,2735,205,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28449,33,484,537,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28450,34,892,31,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
28451,31,211,226,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28452,31,326,124,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28453,27,667,866,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28454,27,1000,71,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28455,46,-3,79,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28456,31,81,189,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
28457,36,4634,162,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28458,31,6,821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28459,30,1009,253,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28460,28,1823,237,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28461,31,1015,100,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28462,38,560,316,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28463,57,381,126,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28464,29,314,159,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28465,26,-101,172,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
28466,26,397,268,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28467,28,250,133,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
28468,51,723,51,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28469,28,1955,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28470,36,659,224,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28471,26,826,177,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28472,60,615,130,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28473,33,145,369,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28474,31,229,184,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
